"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","latitude","longitude"
"197210","DAIRY QUEEN ORANGE JULIUS","DAIRY QUEEN ORANGE JULIUS","1879434","Restaurant","Risk 2 (Medium)","100 W RANDOLPH ST ","CHICAGO","IL","60601","2010-01-11T00:00:00.000","Canvass","Pass w/ Conditions","41.88458626715456","-87.63101044588599"
"197211","DUNKIN DONUTS/BASKIN-ROBBINS","DUNKIN DONUTS/BASKIN-ROBBINS","1380279","Restaurant","Risk 2 (Medium)","100 W RANDOLPH ST ","CHICAGO","IL","60601","2010-01-11T00:00:00.000","Tag Removal","Pass","41.88458626715456","-87.63101044588599"
"54223","SUBWAY","SUBWAY","1909605","Restaurant","Risk 1 (High)","800 N KEDZIE AVE ","CHICAGO","IL","60651","2010-01-12T00:00:00.000","Canvass","Pass","41.89561531354531","-87.70670532510552"
"54224","BEEFEE SUBMARINE INC","BEEFEE SUBMARINE INC","60297","Restaurant","Risk 2 (Medium)","3357 W CHICAGO AVE ","CHICAGO","IL","60651","2010-01-12T00:00:00.000","Canvass","Pass","41.89539877332381","-87.71121630512987"
"54225","LITTLE CAESAR PIZZA","LITTLE CAESAR PIZZA","1868353","Restaurant","Risk 2 (Medium)","800 N KEDZIE AVE ","CHICAGO","IL","60651","2010-01-12T00:00:00.000","Canvass","Pass w/ Conditions","41.89561531354531","-87.70670532510552"
"54226","SEE THRU CHINESE RESTAURANT","SEE THRU CHINESE RESTAURANT","1227055","Restaurant","Risk 1 (High)","800 N KEDZIE AVE ","CHICAGO","IL","60651","2010-01-12T00:00:00.000","Canvass","Pass","41.89561531354531","-87.70670532510552"
"58249","BAGEL ON DAMEN","BAGEL ON DAMEN","2009342","Restaurant","Risk 2 (Medium)","1252 N DAMEN AVE","CHICAGO","IL","60622","2010-01-12T00:00:00.000","License","Fail","41.90488420426394","-87.67745148114881"
"60253","MOROLEON FOODS #2 INC.","MOROLEON FOODS #2","1801622","Grocery Store","Risk 2 (Medium)","4257 S ROCKWELL ST ","CHICAGO","IL","60632","2010-01-12T00:00:00.000","Complaint","Fail","41.81577111582739","-87.68938589725278"
"60254","NEW HAPPY CHOP SUEY","NEW HAPPY CHOP SUEY","1675900","Restaurant","Risk 1 (High)","3901 S CALIFORNIA AVE ","CHICAGO","IL","60632","2010-01-12T00:00:00.000","Canvass","Pass","41.82273507901569","-87.6944843232236"
"67831","INTERNATIONAL FOODS NW INC","INTERNATIONAL FOODS","1129","Grocery Store","Risk 2 (Medium)","4404 W FULLERTON AVE ","CHICAGO","IL","60639","2010-01-12T00:00:00.000","Short Form Complaint","Pass","41.92447263555395","-87.73678950499337"
"67832","DANNYS TACOS #2","DANNYS TACOS #2","1998643","Restaurant","Risk 1 (High)","9220 S COTTAGE GROVE ST BLDG ","CHICAGO","IL","60619","2010-01-12T00:00:00.000","License Re-Inspection","Pass","41.72685341729835","-87.60473617035775"
"67833","Pasteur","Pasteur","24851","School","Risk 1 (High)","5825 S Kostner (4400W) ","CHICAGO","IL","60629","2010-01-12T00:00:00.000","Canvass","Pass","41.786889681301254","-87.7326296227354"
"67834","MELROSE RESTAURANT","MELROSE RESTAURANT","26022","Restaurant","Risk 1 (High)","3233 N BROADWAY ","CHICAGO","IL","60657","2010-01-12T00:00:00.000","Complaint","Fail","41.94108325655228","-87.6442846693907"
"67835","OUR LADY OF LOURDES","OUR LADY OF LOURDES","42575","Daycare (Under 2 Years)","Risk 1 (High)","1449 S KEELER AVE ","CHICAGO","IL","60623","2010-01-12T00:00:00.000","Canvass","Fail","41.861003270876026","-87.72976247742804"
"67836","MAGO'S TAMALES & TAQUERIA","MAGO'S TAMALES & TAQUERIA","1742786","Restaurant","Risk 1 (High)","5714 W FULLERTON AVE ","CHICAGO","IL","60639","2010-01-12T00:00:00.000","Canvass","Pass w/ Conditions","41.92404171376101","-87.76912344172871"
"67837","HORIZON CAFE","HORIZON CAFE","1495171","Restaurant","Risk 1 (High)","3805 N BROADWAY ","CHICAGO","IL","60613","2010-01-12T00:00:00.000","Canvass","Fail","41.951390150873834","-87.64946946794332"
"67838","OUR LADY OF LOURDES","OUR LADY OF LOURDES","42577","Daycare (Under 2 Years)","Risk 1 (High)","1449 S KEELER AVE ","CHICAGO","IL","60623","2010-01-12T00:00:00.000","Canvass","Fail","41.861003270876026","-87.72976247742804"
"67839","KENSINGTON GROCERY","KENSINGTON  CONIVIENCE KORNER MART","2009349","Grocery Store","Risk 3 (Low)","11461 S FRONT AVE BLDG ","CHICAGO","IL","60628","2010-01-12T00:00:00.000","License","Fail","41.685503298571874","-87.61234604720471"
"67840","TONTI ELEMENTARY","TONTI ELEMENTARY","25631","School","Risk 1 (High)","5815 S Homan AVE","CHICAGO","IL","60629","2010-01-12T00:00:00.000","Canvass","Pass","41.78750498738121","-87.70814200720271"
"67842","STAR EAST","STAR EAST","1248852","Restaurant","Risk 1 (High)","5712 W FULLERTON AVE","CHICAGO","IL","60639","2010-01-12T00:00:00.000","Canvass","Pass","41.92404294400852","-87.769032210279"
"67843","JOYS","JOY'S","1677471","Restaurant","Risk 1 (High)","3257-3259 N BROADWAY ","CHICAGO","IL","60657","2010-01-12T00:00:00.000","Canvass","Pass","41.94171290343118","-87.64430633617879"
"67845","TAQUERIA ATOTONILCO","TAQUERIA ATOTONILCO","68542","Restaurant","Risk 1 (High)","5656 S KEDZIE AVE ","CHICAGO","IL","60629","2010-01-12T00:00:00.000","Canvass","Pass","41.79002885691681","-87.7036042882842"
"67846","SHARK","SHARK","1841251","Restaurant","Risk 2 (Medium)","700 E 100TH PL ","CHICAGO","IL","60628","2010-01-12T00:00:00.000","Short Form Complaint","Pass","41.71243329870023","-87.60535893666004"
"67847","CORNER BAKERY CAFE","CORNER BAKERY CAFE","1905110","Restaurant","Risk 1 (High)","444 N MICHIGAN AVE ","CHICAGO","IL","60611","2010-01-12T00:00:00.000","Suspected Food Poisoning","Pass","41.89071448025997","-87.6242698742923"
"67849","LOS TRES HERMANOS","LOS TRES HERMANOS","33449","Grocery Store","Risk 1 (High)","2858 S PULASKI RD ","CHICAGO","IL","60623","2010-01-12T00:00:00.000","Canvass","Pass w/ Conditions","41.838813028693714","-87.72454903278836"
"67850","CYBER TACO","CYBER TACO","2013268","Restaurant","Risk 1 (High)","2018 S BLUE ISLAND AVE ","CHICAGO","IL","60608","2010-01-12T00:00:00.000","License","Fail","41.854569197320025","-87.6641357429427"
"67851","HOMEMADE PIZZA","HOMEMADE PIZZA","1772510","Restaurant","Risk 2 (Medium)","3314 N BROADWAY ","CHICAGO","IL","60657","2010-01-12T00:00:00.000","Canvass","Pass","41.94237824288654","-87.64461813064572"
"67852","SU TAQUERIA EL GALLO BRAVO #4","SU TAQUERIA EL GALLO BRAVO #4","1766968","Restaurant","Risk 1 (High)","5650 W GRAND AVE ","CHICAGO","IL","60639","2010-01-12T00:00:00.000","Complaint Re-Inspection","Pass","41.91922446447527","-87.76773430251839"
"67853","METROPOLITAN FAMILY SERVICES MIDWAY CHILDCARE CENTER","METROPOLITAN FAMILY SERVICES MIDWAY CHILDCARE CENTER","1443260","Daycare Above and Under 2 Years","Risk 1 (High)","3215 W 63RD ST ","CHICAGO","IL","60629","2010-01-12T00:00:00.000","Canvass","Pass","41.7788532281178","-87.70378111914683"
"67854","OLIVIA 'S SEA OF SOUL","OLIVIA'S SEA OF SOUL","2013614","Restaurant","Risk 1 (High)","12750 S HALSTED ST BLDG ","CHICAGO","IL","60628","2010-01-12T00:00:00.000","License","Fail","41.661802384259374","-87.64151909821226"
"67855","CY'S CRABHOUSE & SEAFOOD GRILL","CY'S CRABHOUSE & SEAFOOD GRILL","21449","Restaurant","Risk 1 (High)","3817-3819 N ASHLAND AVE","CHICAGO","IL","60613","2010-01-12T00:00:00.000","Complaint","Fail","41.95118641238087","-87.66882564060083"
"68261","T & T MEXICAN RESTAURANT","T & T MEXICAN RESTAURANT","34396","Restaurant","Risk 1 (High)","8929 S COMMERCIAL AVE","CHICAGO","IL","60617","2010-01-12T00:00:00.000","Canvass","Pass","41.732847079711306","-87.55117614380433"
"68262","OLAMUMMY AFROCENTRIC RESTAURANT","OLAMUMMY AFROCENTRIC RESTAURANT","72269","Restaurant","Risk 1 (High)","8725 S COMMERCIAL AVE ","CHICAGO","IL","60617","2010-01-12T00:00:00.000","Canvass Re-Inspection","Pass","41.73661151916399","-87.5512665268688"
"68263","McDonalds","MC DONALDS","1770419","Restaurant","Risk 2 (Medium)","1951 E 95th ST ","CHICAGO","IL","60617","2010-01-12T00:00:00.000","Short Form Complaint","Pass","41.72235444829322","-87.57577806414749"
"70279","THE GREAT AMERICAN BAGEL","THE GREAT AMERICAN BAGEL","1874859","Restaurant","Risk 1 (High)","4634 N CUMBERLAND AVE ","CHICAGO","IL","60656","2010-01-12T00:00:00.000","Canvass","Pass","41.96405105576206","-87.83683791786916"
"70280","GREAT AMERICAN BAGEL, INC.","GREAT AMERICAN BAGEL, INC.","1768302",,"Risk 1 (High)","4634 N CUMBERLAND AVE ","CHICAGO","IL","60656","2010-01-12T00:00:00.000","Out of Business","Pass","41.96405105576206","-87.83683791786916"
"70281","TAQUERIA AMIGO CHINO","TAQUERIA AMIGO CHINO","1242757","Restaurant","Risk 1 (High)","5601 W IRVING PARK RD ","CHICAGO","IL","60634","2010-01-12T00:00:00.000","Complaint","Pass w/ Conditions","41.95307342441258","-87.76705641473059"
"72235","Delhi Darbar Kabob House","Delhi Darbar Kabob House","2013590","Restaurant","Risk 1 (High)","3010 W Devon AVE ","CHICAGO","IL","60659","2010-01-12T00:00:00.000","License Re-Inspection","Pass","41.99757606083328","-87.70500110804562"
"72236","INDIAN GOURMET","INDIAN GOURMET","1742195",,"Risk 1 (High)","2916 1/2 W DEVON AVE ","CHICAGO","IL","60659","2010-01-12T00:00:00.000","Canvass","Fail","41.997614065860645","-87.70281474950835"
"74264","El Cafetal Del Tio Corp","MI CAFETRAL RESTAURANT","1998021","Restaurant","Risk 1 (High)","1519 W 18 TH ST ","CHICAGO","IL","60608","2010-01-12T00:00:00.000","License","Pass","41.8577138739859","-87.66454238198166"
"74265","MI CAFETAL","MI CAFETAL","1426104",,"Risk 1 (High)","1519 W 18TH ST ","CHICAGO","IL","60608","2010-01-12T00:00:00.000","Out of Business","Fail","41.8577138739859","-87.66454238198166"
"74266","LOS JASMINES","LOS JASMINES","1473110",,"Risk 3 (Low)","1100 W 18TH ST ","CHICAGO","IL","60608","2010-01-12T00:00:00.000","Out of Business","Fail","41.85810623692298","-87.6534630311116"
"74267","Los Jazmines","LOS JAZMINES","2009462","Grocery Store","Risk 2 (Medium)","1100 W 18th ST ","CHICAGO","IL","60608","2010-01-12T00:00:00.000","License","Fail","41.85810623692298","-87.6534630311116"
"80216","JEWEL FOOD STORE #3407","JEWEL FOOD STORE","1394","Grocery Store","Risk 1 (High)","5516 N CLARK ST ","CHICAGO","IL","60640","2010-01-12T00:00:00.000","Short Form Complaint","Pass","41.98218988461361","-87.66865162796088"
"80217","8 EIGHTY EIGHT",,"2009067","Grocery Store","Risk 3 (Low)","1976 W LAWRENCE AVE ","CHICAGO","IL","60640","2010-01-12T00:00:00.000","License Re-Inspection","Pass","41.968866898343286","-87.67911370027275"
"88211","Starbucks Coffee #2445","Starbucks Coffee","1043368","Restaurant","Risk 2 (Medium)","1052-1070 W BRYN MAWR AVE ","CHICAGO","IL","60660","2010-01-12T00:00:00.000","Complaint","Pass","41.9837803795335","-87.65731095408496"
"88213","HONG KONG BUFFET CORPORATION","HONG KONG BUFFET","1273946","Restaurant","Risk 1 (High)","6249 N MCCORMICK RD ","CHICAGO","IL","60659","2010-01-12T00:00:00.000","Consultation","Pass","41.995440602185084","-87.71291737890452"
"96258","JB BRANDY'S","JB BRANDY'S","1698237","Restaurant","Risk 1 (High)","5200 S CICERO AVE ","CHICAGO","IL","60638","2010-01-12T00:00:00.000","Canvass","Pass","41.798558278193305","-87.74307186616427"
"96259","HONEYBAKED HAM","HONEYBAKED HAM","33130","Restaurant","Risk 1 (High)","8159 S CICERO AVE ","CHICAGO","IL","60652","2010-01-12T00:00:00.000","Canvass","Pass","41.74408055109942","-87.74103846128409"
"96260","K FOOD & LIQUOR","K FOOD & LIQUOR","2002779","Grocery Store","Risk 3 (Low)","1156 W 63RD ST ","CHICAGO","IL","60621","2010-01-12T00:00:00.000","License-Task Force","Fail","41.77971938435299","-87.65435877379359"
"96261","K FOOD & LIQUOR","K FOOD & LIQUOR","2002780","Grocery Store","Risk 3 (Low)","1156 W 63RD ST ","CHICAGO","IL","60621","2010-01-12T00:00:00.000","License-Task Force","Fail","41.77971938435299","-87.65435877379359"
"96262","D'ANARDO","D'ANARDO","16516","Restaurant","Risk 1 (High)","6535 W 63RD ST ","CHICAGO","IL","60638","2010-01-12T00:00:00.000","Canvass","Pass","41.777509797762576","-87.78514577168241"
"98329","MANGO'S BAR &GRILL OF CHICAGO","MANGO'S","2009049","Liquor","Risk 3 (Low)","2828 N MILWAUKEE AVE BLDG ","CHICAGO","IL","60618","2010-01-12T00:00:00.000","License-Task Force","Fail","41.932577186227284","-87.71339003799741"
"98331","LADYBUG BOOK CAFE",,"1975195","Liquor","Risk 3 (Low)","2903 W IRVING PARK RD ","CHICAGO","IL","60618","2010-01-12T00:00:00.000","License Re-Inspection","Pass","41.95385151159909","-87.70083501928669"
"98332","THE FAMOUS TACO BURRITO KING","THE FAMOUS TACO BURRITO KING","61711","Restaurant","Risk 1 (High)","2817 W IRVING PARK RD","CHICAGO","IL","60618","2010-01-12T00:00:00.000","Complaint","Fail","41.95386007838853","-87.69897789775638"
"98333","WINDY CITY, INN","WINDY CITY INN","47870","Restaurant","Risk 2 (Medium)","2255-2257 W IRVING PARK RD ","CHICAGO","IL","60618","2010-01-12T00:00:00.000","Tag Removal","Pass","41.95394237168946","-87.68581019750351"
"98334","TASTY HOUSE ll","TASTY HOUSE ll","1991101","Restaurant","Risk 1 (High)","3533 N WESTERN AVE ","CHICAGO","IL","60618","2010-01-12T00:00:00.000","Canvass","Pass","41.94591210546262","-87.68808803317516"
"104243","TEMPO CAFE","TEMPO CAFE","80916","Restaurant","Risk 1 (High)","6 E CHESTNUT ST ","CHICAGO","IL","60611","2010-01-12T00:00:00.000","Canvass Re-Inspection","Pass","41.89843137207629","-87.6280091630558"
"114271","ROSEBUD TRATTORIA","ROSEBUD TRATTORIA","1542362","Restaurant","Risk 1 (High)","445 N DEARBORN ST ","CHICAGO","IL","60654","2010-01-12T00:00:00.000","Canvass","Pass w/ Conditions","41.890581105655016","-87.62947502886496"
"114272","KEEFER'S KAFFE","KEEFER'S KAFFE","1244937","Restaurant","Risk 1 (High)","20 W KINZIE ST ","CHICAGO","IL","60654","2010-01-12T00:00:00.000","Canvass","Pass","41.889352033013864","-87.62884885027287"
"114273","KEEFER'S RESTAURANT","KEEFER'S RESTAURANT","1166762","Restaurant","Risk 1 (High)","20 W KINZIE ST ","CHICAGO","IL","60654","2010-01-12T00:00:00.000","Canvass","Pass","41.889352033013864","-87.62884885027287"
"118306","WHITE CASTLE #64","WHITE CASTLE","28472","Restaurant","Risk 2 (Medium)","3457 S DR MARTIN LUTHER KING JR DR ","CHICAGO","IL","60616","2010-01-12T00:00:00.000","Short Form Complaint","Pass","41.83163990373318","-87.61682735686699"
"118307","GREENLEAF FOOD MART, INC.","GREENLEAF FOOD MART, INC.","1964371","Grocery Store","Risk 1 (High)","1619 S MICHIGAN AVE ","CHICAGO","IL","60616","2010-01-12T00:00:00.000","Complaint","Pass w/ Conditions","41.859697626140715","-87.62382786533588"
"118308","MAXWELL STREET DEPOT INC.","MAXWELL STREET DEPOT INC.","18135","Restaurant","Risk 2 (Medium)","411 W 31ST ST ","CHICAGO","IL","60616","2010-01-12T00:00:00.000","Complaint Re-Inspection","Pass","41.838059998694526","-87.63665958710676"
"120287","INTERCULTURAL MONTESSORI LANGUAGE SCHOOL","INTERCULTURAL MONTESSORI LANGUAGE SCHOOL","2004035","Children's Services Facility","Risk 1 (High)","114 S RACINE AVE ","CHICAGO","IL","60607","2010-01-12T00:00:00.000","License","Fail","41.87984160939149","-87.65723162539508"
"124267","HALA IN","HALA IN","2013241","Restaurant","Risk 1 (High)","4624 W LAWRENCE AVE ","CHICAGO","IL","60630","2010-01-12T00:00:00.000","License Re-Inspection","Pass","41.96818122048353","-87.74393394673731"
"124269","NICK'S MEAT CORP.","NICK'S MEAT MARKET","1914680","Grocery Store","Risk 1 (High)","4410 N MILWAUKEE AVE ","CHICAGO","IL","60630","2010-01-12T00:00:00.000","Canvass","Pass","41.960889491123275","-87.75487389098811"
"124270","EXCELSIOR GARDEN","EXCELSIOR GARDEN","1335894","Restaurant","Risk 1 (High)","4855 N MILWAUKEE AVE","CHICAGO","IL","60630","2010-01-12T00:00:00.000","Canvass","Pass","41.96931524329954","-87.76182025540278"
"134253","RICHARD YATES ELEMENTARY SCHOOL","YATES ELEMENTARY SCHOOL","2112653","School","Risk 1 (High)","1839 N RICHMOND AVE ","CHICAGO","IL","60647","2010-01-12T00:00:00.000","Canvass","Pass","41.915028583238914","-87.70024324273244"
"134254","THAI LAGOON RESTAURANT","THAI LAGOON RESTAURANT","48364","Restaurant","Risk 1 (High)","2322 W NORTH AVE ","CHICAGO","IL","60647","2010-01-12T00:00:00.000","Suspected Food Poisoning","Fail","41.91045086472163","-87.68577178122376"
"150209","YSABEL'S FILIPINO CUISINE","YSABEL'S GRILL ASIAN CUISINE","2013419","Restaurant","Risk 1 (High)","4908 W Irving Park RD ","CHICAGO","IL","60641","2010-01-12T00:00:00.000","License Re-Inspection","Pass","41.953485015058135","-87.750248227467"
"150210","SUBWAY","SUBWAY","1193767","Restaurant","Risk 1 (High)","6352 N MILWAUKEE AVE ","CHICAGO","IL","60646","2010-01-12T00:00:00.000","Canvass","Pass","41.99644717759783","-87.78720723090356"
"150211","Subway Sandwiches & Salads","Subway","2013950","Restaurant","Risk 1 (High)","6352 N Milwaukee AVE ","CHICAGO","IL","60646","2010-01-12T00:00:00.000","Not Ready","Fail","41.99644717759783","-87.78720723090356"
"150212","TULCINGO  PLAZA","TULCINGO PLAZA","2003608","Grocery Store","Risk 3 (Low)","4038 N PULASKI RD ","CHICAGO","IL","60641","2010-01-12T00:00:00.000","License","Fail","41.954815177189246","-87.72779753099908"
"154231","DIRK FISH & GOURMET SHOP INC","DIRK FISH & GOURMET SHOP","1334155","Grocery Store","Risk 1 (High)","2070 N CLYBOURN AVE ","CHICAGO","IL","60614","2010-01-12T00:00:00.000","Canvass","Pass","41.91893142402569","-87.66089421708655"
"154232","CAGNEY'S","CAGNEY'S","1622089","Restaurant","Risk 1 (High)","2142 N CLYBOURN AVE ","CHICAGO","IL","60614","2010-01-12T00:00:00.000","Canvass","Pass","41.920080499210265","-87.66248016891137"
"154233","PEQUOD'S PIZZA","PEQUOD'S PIZZA","1963277","Restaurant","Risk 1 (High)","2207 N CLYBOURN AVE ","CHICAGO","IL","60614","2010-01-12T00:00:00.000","Canvass","Pass","41.92185083829164","-87.66451630736967"
"158255","WHITE CASTLE #54","WHITE CASTLE #54","28480","Restaurant","Risk 2 (Medium)","3205 S ASHLAND AVE ","CHICAGO","IL","60608","2010-01-12T00:00:00.000","Short Form Complaint","Pass w/ Conditions","41.835340520817745","-87.66553736169561"
"158256","POPEYES CHICKEN","POPEYES CHICKEN","41230","Restaurant","Risk 1 (High)","3204 S ASHLAND AVE ","CHICAGO","IL","60608","2010-01-12T00:00:00.000","Complaint","Pass","41.8353362239431","-87.66583085901608"
"160213","PITA GRILL","PITA GRILL","1975736","Restaurant","Risk 1 (High)","1241 N CLYBOURN AVE ","CHICAGO","IL","60610","2010-01-12T00:00:00.000","Short Form Complaint","Pass","41.90470531946775","-87.64065915465589"
"160214","EMPIRE RESTAURANT","EMPIRE RESTAURANT","39836","Restaurant","Risk 1 (High)","49 W DIVISION ST ","CHICAGO","IL","60610","2010-01-12T00:00:00.000","Short Form Complaint","Pass w/ Conditions","41.90380743789834","-87.63049359166655"
"164264","MCDONALD'S","MCDONALD'S","1874347","Restaurant","Risk 2 (Medium)","6515 S WESTERN AVE ","CHICAGO","IL","60636","2010-01-12T00:00:00.000","Short Form Complaint","Pass","41.775116565908775","-87.68338583887078"
"164265","DIP & FLIP","DIP & FLIP","1970191","Restaurant","Risk 2 (Medium)","6510 S WESTERN AVE ","CHICAGO","IL","60636","2010-01-12T00:00:00.000","Short Form Complaint","Fail","41.77522424801544","-87.6836824965625"
"164266","SNAPPER STEAK & LEMONADE","SNAPPER STEAK & LEMONADE","1998743","Restaurant","Risk 2 (Medium)","1951 W GARFIELD BLVD ","CHICAGO","IL","60636","2010-01-12T00:00:00.000","Complaint","Pass w/ Conditions","41.79344424639706","-87.67388412644283"
"164267","IONA'S BEVERLY HILLS CAFE","IONA'S BEVERLY HILLS CAFE","2008699","Restaurant","Risk 1 (High)","1767 W 95TH ST ","CHICAGO","IL","60643","2010-01-12T00:00:00.000","License Re-Inspection","Pass","41.721038458771744","-87.6673976804851"
"193207","MAXWELL'S CHARCOAL GRILL","MAXWELL'S CHARCOAL GRILL","2013570","Restaurant","Risk 2 (Medium)","119 E 75TH ST ","CHICAGO","IL","60619","2010-01-12T00:00:00.000","License","Pass","41.75819780166309","-87.62068479659459"
"197212","DUNKIN DOUNUTS / BASKIN ROBINS","DUNKIN DONUTS / BASKIN ROBINS","1648477","Restaurant","Risk 2 (Medium)","75 E WASHINGTON ST ","CHICAGO","IL","60602","2010-01-12T00:00:00.000","Short Form Complaint","Pass","41.883115221384855","-87.62517250873418"
"197213","THE GRILLROOM","THE GRILLROOM","80814","Restaurant","Risk 1 (High)","33 W MONROE ST ","CHICAGO","IL","60603","2010-01-12T00:00:00.000","Canvass","Fail","41.880616005740066","-87.62904942471995"
"48216","Hanson Park","Hanson Park","24461","School","Risk 1 (High)","5411 W Fullerton AVE ","CHICAGO","IL","60639","2010-01-13T00:00:00.000","Canvass","Pass","41.92392770522664","-87.76152094466592"
"48217","Hanson Park Branch","Hanson Park Branch","24462","School","Risk 1 (High)","2318 N Lorel ST ","CHICAGO","IL","60639","2010-01-13T00:00:00.000","Canvass","Pass","41.922831144138776","-87.75994374773492"
"48218","CIELITO LINDO RESTAURANT INC","CIELITO LINDO RESTAURANT INC","1336088","Restaurant","Risk 1 (High)","5344 W FULLERTON AVE ","CHICAGO","IL","60639","2010-01-13T00:00:00.000","Canvass","Pass","41.92416135745671","-87.76045393873316"
"54227","SUBWAY","SUBWAY","1986621","Restaurant","Risk 1 (High)","5619 W DIVISION ST ","CHICAGO","IL","60651","2010-01-13T00:00:00.000","Canvass","Pass","41.90202229884521","-87.76641276925565"
"54228","CAPTAIN HOOKS FISH & CHICKEN","FIREHOUSE STEAK AND LEMONADE","1922193","Restaurant","Risk 2 (Medium)","5601 W DIVISION ST ","CHICAGO","IL","60651","2010-01-13T00:00:00.000","Canvass","Fail","41.902034028775596","-87.76571210902458"
"58250","Von Humboldt","Von Humboldt","25691","School","Risk 1 (High)","2620 W Hirsch ST","CHICAGO","IL","60622","2010-01-13T00:00:00.000","Canvass","Pass","41.9067221580456","-87.69300324803012"
"58251","PODHALANKA RESTAURANT","PODHALANKA RESTAURANT","10559","Restaurant","Risk 1 (High)","1549 W DIVISION ST ","CHICAGO","IL","60642","2010-01-13T00:00:00.000","Canvass Re-Inspection","Pass","41.90324286545451","-87.66706204782344"
"58252","JAM","JAM","1979195","Restaurant","Risk 1 (High)","937-939 N DAMEN AVE ","CHICAGO","IL","60622","2010-01-13T00:00:00.000","Complaint","Pass w/ Conditions","41.89886801783141","-87.67698934844901"
"58253","JUKIN '  PIZZA","JUKIN '  PIZZA","1618939",,"Risk 1 (High)","2640 W CHICAGO AVE ","CHICAGO","IL","60622","2010-01-13T00:00:00.000","Out of Business","Pass","41.89578616153153","-87.69342745531497"
"58254","HOLE IN ONE PIZZA","HOLE IN ONE PIZZA","1225184",,"Risk 1 (High)","2640 W CHICAGO AVE ","CHICAGO","IL","60622","2010-01-13T00:00:00.000","Out of Business","Pass","41.89578616153153","-87.69342745531497"
"58255","HOLE-IN-ONE-PIZZA","HOLE-IN-ONE-PIZZA","66812",,"Risk 1 (High)","2640 W CHICAGO AVE ","CHICAGO","IL","60622","2010-01-13T00:00:00.000","Out of Business","Pass","41.89578616153153","-87.69342745531497"
"58256","TACO EL JALICIENSE","TACO EL JALICIENSE","1478565","Restaurant","Risk 1 (High)","2859 W CHICAGO AVE ","CHICAGO","IL","60622","2010-01-13T00:00:00.000","Canvass","Pass","41.895527077955165","-87.69909818297548"
"60255","SUPERMERCADO EL GUERO #10 INC","SUPERMERCADO EL GUERO #10 INC","39978","Grocery Store","Risk 1 (High)","4023 S ARCHER AVE ","CHICAGO","IL","60632","2010-01-13T00:00:00.000","Suspected Food Poisoning","Pass","41.82058304065872","-87.69342616596236"
"60256","THE SUBMARINE PIER INC.","THE SUBMARINE PIER","1092597","Restaurant","Risk 1 (High)","4048 S ARCHER AVE ","CHICAGO","IL","60632","2010-01-13T00:00:00.000","Canvass","Fail","41.82014352448864","-87.69460124111095"
"60257","TIERRA CALIENTE INC","TIERRA CALIENTE","35999","Restaurant","Risk 1 (High)","4070 S ARCHER AVE ","CHICAGO","IL","60632","2010-01-13T00:00:00.000","Canvass","Pass w/ Conditions","41.81969676211443","-87.69533211344603"
"67857","MONTESSORI ACDY. INFT/TOD. CNT","MONTESSORI ACDY. INFT/TOD. CNT","47676","Daycare Above and Under 2 Years","Risk 1 (High)","10232-10234 S HALSTED ST ","CHICAGO","IL","60628","2010-01-13T00:00:00.000","License","Pass","41.70774046981763","-87.64300283870763"
"67858","BASS ELEMENTARY SCHOOL","BASS ELEMENTARY SCHOOL","22161","School","Risk 1 (High)","1140 W 66TH ST ","CHICAGO","IL","60621","2010-01-13T00:00:00.000","Canvass","Pass","41.77427376835584","-87.65354234344035"
"67859","MONTESSORI ACDY. INFT/TOD. CNT","MONTESSORI ACDY. INFT/TOD. CNT","47677","Daycare Above and Under 2 Years","Risk 1 (High)","10232-10234 S HALSTED ST ","CHICAGO","IL","60628","2010-01-13T00:00:00.000","License","Pass","41.70774046981763","-87.64300283870763"
"67860","MCDONALD'S #490","MCDONALD'S #490","81721","Restaurant","Risk 2 (Medium)","10320 S KEDZIE AVE ","CHICAGO","IL","60655","2010-01-13T00:00:00.000","Complaint Re-Inspection","Pass","41.70552029655878","-87.70145804220182"
"67861","PHILLY'S BEST","PHILLY'S BEST","1520673","Restaurant","Risk 1 (High)","907 W BELMONT AVE ","CHICAGO","IL","60657","2010-01-13T00:00:00.000","Canvass Re-Inspection","Pass","41.939834292931025","-87.6518824218835"
"67862","EMILIANO ZAPATA ACADEMY","EMILIANO ZAPATA ACADEMY","23611","School","Risk 1 (High)","2728 S Kostner ","CHICAGO","IL","60623","2010-01-13T00:00:00.000","Canvass","Pass","41.84139181319981","-87.73434996970693"
"67863","ANGIE'S","ANGIE'S","1619627","Restaurant","Risk 1 (High)","8352 S PULASKI RD ","CHICAGO","IL","60652","2010-01-13T00:00:00.000","Canvass","Pass","41.74056837192125","-87.7217734812376"
"67864","FLORENCE FOSTER INFANT TODDLER","FLORENCE FOSTER INFANT TODDLER","34388","Daycare (Under 2 Years)","Risk 1 (High)","555 W 115TH ST ","CHICAGO","IL","60628","2010-01-13T00:00:00.000","License","Fail","41.6850358434224","-87.63708265986891"
"67865","GUGGENHEIM ELEMENTARY","GUGGENHEIM ELEMENTARY","26311","School","Risk 1 (High)","7141 S Morgan (1000W) ST ","CHICAGO","IL","60621","2010-01-13T00:00:00.000","Canvass","Fail",,
